  Residual norms for solver_ solve.
  0 KSP Residual norm 2.551649074153e+00 
  1 KSP Residual norm 5.818032185942e-02 
  2 KSP Residual norm 2.033441914877e-02 
  3 KSP Residual norm 5.515810506272e-03 
  4 KSP Residual norm 2.680900252046e-03 
  5 KSP Residual norm 1.385276784571e-03 
  6 KSP Residual norm 6.899629583566e-04 
  7 KSP Residual norm 3.207996450644e-04 
  8 KSP Residual norm 1.457784617508e-04 
  9 KSP Residual norm 3.106195326863e-05 
 10 KSP Residual norm 1.165087485593e-05 
 11 KSP Residual norm 3.882383144368e-06 
 12 KSP Residual norm 2.951787058265e-06 
 13 KSP Residual norm 1.242510117609e-06 
 14 KSP Residual norm 6.091392160831e-07 
 15 KSP Residual norm 3.086946532806e-07 
 16 KSP Residual norm 1.559458504718e-07 
 17 KSP Residual norm 7.726582607959e-08 
 18 KSP Residual norm 2.846544998183e-08 
 19 KSP Residual norm 1.098492581372e-08 
 20 KSP Residual norm 2.863543132736e-09 
 21 KSP Residual norm 8.496236767693e-10 
 22 KSP Residual norm 2.580542091060e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 1.287464876868e-02 
  1 KSP Residual norm 1.154605136155e-03 
  2 KSP Residual norm 2.719851334895e-04 
  3 KSP Residual norm 9.591911113709e-05 
  4 KSP Residual norm 3.114312843010e-05 
  5 KSP Residual norm 1.127898375465e-05 
  6 KSP Residual norm 6.466658378994e-06 
  7 KSP Residual norm 2.982444248162e-06 
  8 KSP Residual norm 1.632027959063e-06 
  9 KSP Residual norm 7.738294969336e-07 
 10 KSP Residual norm 2.223038469191e-07 
 11 KSP Residual norm 6.704023979154e-08 
 12 KSP Residual norm 3.788828726225e-08 
 13 KSP Residual norm 1.587422966266e-08 
 14 KSP Residual norm 5.285333197162e-09 
 15 KSP Residual norm 2.625742425315e-09 
 16 KSP Residual norm 1.121173836258e-09 
 17 KSP Residual norm 5.596197568469e-10 
 18 KSP Residual norm 2.844464748667e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 4.403924045624e-05 
  1 KSP Residual norm 4.172187483071e-06 
  2 KSP Residual norm 9.663733872084e-07 
  3 KSP Residual norm 1.402869386321e-07 
  4 KSP Residual norm 4.940174050050e-08 
  5 KSP Residual norm 1.767960196021e-08 
  6 KSP Residual norm 9.262706399886e-09 
  7 KSP Residual norm 6.010438861458e-09 
  8 KSP Residual norm 2.937928465605e-09 
  9 KSP Residual norm 1.173619412570e-09 
 10 KSP Residual norm 4.421991960777e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 1.966958357485e-07 
  1 KSP Residual norm 2.481304167703e-08 
  2 KSP Residual norm 3.382428551407e-09 
  3 KSP Residual norm 7.552781646921e-10 
  4 KSP Residual norm 2.950399587500e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 9.293605972406e-10 
  1 KSP Residual norm 2.476307584315e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 2.482833896039e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 4.584040020617e+00 
  1 KSP Residual norm 5.823688967961e-02 
  2 KSP Residual norm 2.038692738670e-02 
  3 KSP Residual norm 5.642242934950e-03 
  4 KSP Residual norm 2.950350909365e-03 
  5 KSP Residual norm 1.451979109282e-03 
  6 KSP Residual norm 6.972806444647e-04 
  7 KSP Residual norm 3.813910005435e-04 
  8 KSP Residual norm 1.543539364759e-04 
  9 KSP Residual norm 3.430453068077e-05 
 10 KSP Residual norm 1.269628398046e-05 
 11 KSP Residual norm 4.196051414344e-06 
 12 KSP Residual norm 3.224721229319e-06 
 13 KSP Residual norm 1.265198111662e-06 
 14 KSP Residual norm 6.536837387084e-07 
 15 KSP Residual norm 3.249283657651e-07 
 16 KSP Residual norm 1.587202472029e-07 
 17 KSP Residual norm 8.058415477076e-08 
 18 KSP Residual norm 3.356656711056e-08 
 19 KSP Residual norm 1.131157791035e-08 
 20 KSP Residual norm 3.015485790253e-09 
