  Residual norms for solver_ solve.
  2 KSP Residual norm 2.033441914877e-02 
  3 KSP Residual norm 5.515810506272e-03 
  4 KSP Residual norm 2.680900252046e-03 
  5 KSP Residual norm 1.385276784571e-03 
  6 KSP Residual norm 6.899629583566e-04 
  7 KSP Residual norm 3.207996450644e-04 
  8 KSP Residual norm 1.457784617508e-04 
  9 KSP Residual norm 3.106195326863e-05 
 10 KSP Residual norm 1.165087485593e-05 
 11 KSP Residual norm 3.882383144368e-06 
 12 KSP Residual norm 2.951787058265e-06 
 13 KSP Residual norm 1.242510117609e-06 
 14 KSP Residual norm 6.091392160831e-07 
 15 KSP Residual norm 3.086946532806e-07 
 16 KSP Residual norm 1.559458504718e-07 
 17 KSP Residual norm 7.726582607959e-08 
 18 KSP Residual norm 2.846544998183e-08 
 19 KSP Residual norm 1.098492581372e-08 
 20 KSP Residual norm 2.863543132736e-09 
 21 KSP Residual norm 8.496236767693e-10 
 22 KSP Residual norm 2.580542091060e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 1.287464876868e-02 
  1 KSP Residual norm 1.154605136155e-03 
  2 KSP Residual norm 2.719851334895e-04 
  3 KSP Residual norm 9.591911113709e-05 
  4 KSP Residual norm 3.114312843010e-05 
  5 KSP Residual norm 1.127898375465e-05 
  6 KSP Residual norm 6.466658378994e-06 
  7 KSP Residual norm 2.982444248162e-06 
  8 KSP Residual norm 1.632027959063e-06 
  9 KSP Residual norm 7.738294969336e-07 
 10 KSP Residual norm 2.223038469191e-07 
 11 KSP Residual norm 6.704023979154e-08 
 12 KSP Residual norm 3.788828726225e-08 
 13 KSP Residual norm 1.587422966266e-08 
 14 KSP Residual norm 5.285333197162e-09 
 15 KSP Residual norm 2.625742425315e-09 
 16 KSP Residual norm 1.121173836258e-09 
 17 KSP Residual norm 5.596197568469e-10 
 18 KSP Residual norm 2.844464748667e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 4.403924045624e-05 
  1 KSP Residual norm 4.172187483071e-06 
  2 KSP Residual norm 9.663733872084e-07 
  3 KSP Residual norm 1.402869386321e-07 
  4 KSP Residual norm 4.940174050050e-08 
  5 KSP Residual norm 1.767960196021e-08 
  6 KSP Residual norm 9.262706399886e-09 
  7 KSP Residual norm 6.010438861458e-09 
  8 KSP Residual norm 2.937928465605e-09 
  9 KSP Residual norm 1.173619412570e-09 
 10 KSP Residual norm 4.421991960777e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 1.966958357485e-07 
  1 KSP Residual norm 2.481304167703e-08 
  2 KSP Residual norm 3.382428551407e-09 
  3 KSP Residual norm 7.552781646921e-10 
  4 KSP Residual norm 2.950399587500e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 2.551649074153e+00 
  1 KSP Residual norm 5.818032185925e-02 
  2 KSP Residual norm 2.033441915599e-02 
  3 KSP Residual norm 5.515810505452e-03 
  4 KSP Residual norm 2.680900241928e-03 
  5 KSP Residual norm 1.385276781389e-03 
  6 KSP Residual norm 6.899629578031e-04 
  7 KSP Residual norm 3.207996470901e-04 
  8 KSP Residual norm 1.457784730429e-04 
  9 KSP Residual norm 3.106205590366e-05 
 10 KSP Residual norm 1.165037128070e-05 
 11 KSP Residual norm 3.855222027179e-06 
 12 KSP Residual norm 2.930313545464e-06 
 13 KSP Residual norm 1.242507389887e-06 
 14 KSP Residual norm 6.091367244135e-07 
 15 KSP Residual norm 3.086934978122e-07 
 16 KSP Residual norm 1.559458904432e-07 
 17 KSP Residual norm 7.726579450579e-08 
 18 KSP Residual norm 2.846552890330e-08 
 19 KSP Residual norm 1.098493222255e-08 
 20 KSP Residual norm 2.863537761125e-09 
 21 KSP Residual norm 8.496170931118e-10 
 22 KSP Residual norm 2.580545160692e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 2.551649074153e+00 
  1 KSP Residual norm 5.818032185925e-02 
  2 KSP Residual norm 2.033441915599e-02 
  3 KSP Residual norm 5.515810505452e-03 
  4 KSP Residual norm 2.680900241928e-03 
  5 KSP Residual norm 1.385276781389e-03 
  6 KSP Residual norm 6.899629578031e-04 
  7 KSP Residual norm 3.207996470901e-04 
  8 KSP Residual norm 1.457784730429e-04 
  9 KSP Residual norm 3.106205590366e-05 
 10 KSP Residual norm 1.165037128070e-05 
 11 KSP Residual norm 3.855222027179e-06 
 12 KSP Residual norm 2.930313545464e-06 
 13 KSP Residual norm 1.242507389887e-06 
 14 KSP Residual norm 6.091367244135e-07 
 15 KSP Residual norm 3.086934978122e-07 
 16 KSP Residual norm 1.559458904432e-07 
 17 KSP Residual norm 7.726579450579e-08 
 18 KSP Residual norm 2.846552890330e-08 
 19 KSP Residual norm 1.098493222255e-08 
 20 KSP Residual norm 2.863537761125e-09 
 21 KSP Residual norm 8.496170931118e-10 
 22 KSP Residual norm 2.580545160692e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 1.287464876874e-02 
  1 KSP Residual norm 1.154605136156e-03 
  2 KSP Residual norm 2.719851334894e-04 
  3 KSP Residual norm 9.591911113740e-05 
  4 KSP Residual norm 3.114312843026e-05 
  5 KSP Residual norm 1.127898375450e-05 
  6 KSP Residual norm 6.466658379296e-06 
  7 KSP Residual norm 2.982444258258e-06 
  8 KSP Residual norm 1.632027937751e-06 
  9 KSP Residual norm 7.738290124999e-07 
 10 KSP Residual norm 2.223028753290e-07 
 11 KSP Residual norm 6.712329597993e-08 
 12 KSP Residual norm 3.821529388891e-08 
 13 KSP Residual norm 1.588015191835e-08 
 14 KSP Residual norm 5.285343649510e-09 
 15 KSP Residual norm 2.625773735461e-09 
 16 KSP Residual norm 1.121169341795e-09 
 17 KSP Residual norm 5.596161086389e-10 
 18 KSP Residual norm 2.844449796460e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 4.403924038833e-05 
  1 KSP Residual norm 4.172187480992e-06 
  2 KSP Residual norm 9.663733858500e-07 
  3 KSP Residual norm 1.402869383200e-07 
  4 KSP Residual norm 4.940174061438e-08 
  5 KSP Residual norm 1.767960228554e-08 
  6 KSP Residual norm 9.262706761775e-09 
  7 KSP Residual norm 6.010438977038e-09 
  8 KSP Residual norm 2.937928429538e-09 
  9 KSP Residual norm 1.173617258957e-09 
 10 KSP Residual norm 4.421939447417e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 1.966959116457e-07 
  1 KSP Residual norm 2.481303736245e-08 
  2 KSP Residual norm 3.382421929648e-09 
  3 KSP Residual norm 7.552755736394e-10 
  4 KSP Residual norm 2.950389229498e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 2.551649074153e+00 
  1 KSP Residual norm 5.818032185925e-02 
  2 KSP Residual norm 2.033441915599e-02 
  3 KSP Residual norm 5.515810505452e-03 
  4 KSP Residual norm 2.680900241928e-03 
  5 KSP Residual norm 1.385276781389e-03 
  6 KSP Residual norm 6.899629578031e-04 
  7 KSP Residual norm 3.207996470901e-04 
  8 KSP Residual norm 1.457784730429e-04 
  9 KSP Residual norm 3.106205590366e-05 
 10 KSP Residual norm 1.165037128070e-05 
 11 KSP Residual norm 3.855222027179e-06 
 12 KSP Residual norm 2.930313545464e-06 
 13 KSP Residual norm 1.242507389887e-06 
 14 KSP Residual norm 6.091367244135e-07 
 15 KSP Residual norm 3.086934978122e-07 
 16 KSP Residual norm 1.559458904432e-07 
 17 KSP Residual norm 7.726579450579e-08 
 18 KSP Residual norm 2.846552890330e-08 
 19 KSP Residual norm 1.098493222255e-08 
 20 KSP Residual norm 2.863537761125e-09 
 21 KSP Residual norm 8.496170931118e-10 
 22 KSP Residual norm 2.580545160692e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 1.287464876874e-02 
  1 KSP Residual norm 1.154605136156e-03 
  2 KSP Residual norm 2.719851334894e-04 
  3 KSP Residual norm 9.591911113740e-05 
  4 KSP Residual norm 3.114312843026e-05 
  5 KSP Residual norm 1.127898375450e-05 
  6 KSP Residual norm 6.466658379296e-06 
  7 KSP Residual norm 2.982444258258e-06 
  8 KSP Residual norm 1.632027937751e-06 
  9 KSP Residual norm 7.738290124999e-07 
 10 KSP Residual norm 2.223028753290e-07 
 11 KSP Residual norm 6.712329597993e-08 
 12 KSP Residual norm 3.821529388891e-08 
 13 KSP Residual norm 1.588015191835e-08 
 14 KSP Residual norm 5.285343649510e-09 
 15 KSP Residual norm 2.625773735461e-09 
 16 KSP Residual norm 1.121169341795e-09 
 17 KSP Residual norm 5.596161086389e-10 
 18 KSP Residual norm 2.844449796460e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 4.403924038833e-05 
  1 KSP Residual norm 4.172187480992e-06 
  2 KSP Residual norm 9.663733858500e-07 
  3 KSP Residual norm 1.402869383200e-07 
  4 KSP Residual norm 4.940174061438e-08 
  5 KSP Residual norm 1.767960228554e-08 
  6 KSP Residual norm 9.262706761775e-09 
  7 KSP Residual norm 6.010438977038e-09 
  8 KSP Residual norm 2.937928429538e-09 
  9 KSP Residual norm 1.173617258957e-09 
 10 KSP Residual norm 4.421939447417e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 1.966959116457e-07 
  1 KSP Residual norm 2.481303736245e-08 
  2 KSP Residual norm 3.382421929648e-09 
  3 KSP Residual norm 7.552755736394e-10 
  4 KSP Residual norm 2.950389229498e-10 
